epoch,step,train_abs_error_E,train_abs_error_N,train_loss,train_loss_E,train_loss_N,train_loss_matrix,train_mae_matrix,train_percent_E,train_percent_N,train_percent_matrix,run_id
43,43,259.78448486328125,862.07666015625,0.002527107251808,67487.9765625,743176.1875,0.002527107251808,0.0217780098319053,0.0,0.0,100.0,0
44,44,259.8726806640625,862.1270751953125,0.0025266020093113,67533.8125,743263.125,0.0025266020093113,0.0217428151518106,0.0,0.0,100.0,0
45,45,259.9534912109375,862.1773071289062,0.0025261125992983,67575.8203125,743349.6875,0.0025261125992983,0.0217090584337711,0.0,0.0,100.0,0
46,46,260.0271911621094,862.22705078125,0.0025256406515836,67614.140625,743435.5,0.0025256406515836,0.0216761603951454,0.0,0.0,100.0,0
47,47,260.0940856933594,862.276123046875,0.0025251863989979,67648.9296875,743520.125,0.0025251863989979,0.0216440334916114,0.0,0.0,100.0,0
48,48,260.1544494628906,862.3243408203125,0.0025247507728636,67680.3359375,743603.25,0.0025247507728636,0.02161281183362,0.0,0.0,100.0,0
49,49,260.2086486816406,862.3714599609375,0.0025243340060114,67708.5390625,743684.5625,0.0025243340060114,0.0215825662016868,0.0,0.0,100.0,0
50,50,260.2569580078125,862.4174194335938,0.0025239363312721,67733.6875,743763.8125,0.0025239363312721,0.0215533766895532,0.0,0.0,100.0,0
51,51,260.2997131347656,862.462158203125,0.0025235570501536,67755.9375,743841.0,0.0025235570501536,0.0215253271162509,0.0,0.0,100.0,0
52,52,260.337158203125,862.5054931640625,0.0025231956969946,67775.4375,743915.75,0.0025231956969946,0.021498467773199,0.0,0.0,100.0,0
53,53,260.3695678710937,862.5474853515625,0.0025228515733033,67792.3125,743988.1875,0.0025228515733033,0.021473005414009,0.0,0.0,100.0,0
54,54,260.3971252441406,862.5879516601562,0.0025225235149264,67806.6640625,744058.0,0.0025225235149264,0.0214493237435817,0.0,0.0,100.0,0
55,55,260.4200744628906,862.626953125,0.0025222105905413,67818.6171875,744125.25,0.0025222105905413,0.0214274916797876,0.0,0.0,100.0,0
56,56,260.43853759765625,862.6644287109375,0.0025219114031642,67828.234375,744189.9375,0.0025219114031642,0.0214072465896606,0.0,0.0,100.0,0
57,57,260.45269775390625,862.700439453125,0.0025216240901499,67835.609375,744252.0625,0.0025216240901499,0.0213884189724922,0.0,0.0,100.0,0
58,58,260.4626770019531,862.73486328125,0.0025213474873453,67840.8046875,744311.4375,0.0025213474873453,0.0213712155818939,0.0,0.0,100.0,0
59,59,260.4686584472656,862.7677001953125,0.002521080430597,67843.921875,744368.125,0.002521080430597,0.021358173340559,0.0,0.0,100.0,0
60,60,260.470703125,862.7989501953125,0.0025208212900906,67844.984375,744422.0,0.0025208212900906,0.0213473252952098,0.0,0.0,100.0,0
61,61,260.46893310546875,862.8286743164062,0.002520568203181,67844.0625,744473.3125,0.002520568203181,0.021337442100048,0.0,0.0,100.0,0
62,62,260.4634704589844,862.8568115234375,0.0025203204713761,67841.21875,744521.875,0.0025203204713761,0.0213285945355892,0.0,0.0,100.0,0
63,63,260.45440673828125,862.88330078125,0.0025200762320309,67836.5,744567.5625,0.0025200762320309,0.0213210806250572,0.0,0.0,100.0,0
64,64,260.4418334960937,862.908203125,0.0025198345538228,67829.9453125,744610.5625,0.0025198345538228,0.0213143080472946,0.0,0.0,100.0,0
65,65,260.4258728027344,862.9314575195312,0.0025195945054292,67821.6328125,744650.6875,0.0025195945054292,0.0213081408292055,0.0,0.0,100.0,0
66,66,260.4066467285156,862.953125,0.0025193544570356,67811.625,744688.125,0.0025193544570356,0.0213025119155645,0.0,0.0,100.0,0
67,67,260.3842468261719,862.97314453125,0.002519114408642,67799.953125,744722.625,0.002519114408642,0.0212973617017269,0.0,0.0,100.0,0
68,68,260.3587951660156,862.9915771484375,0.0025188729632645,67786.703125,744754.4375,0.0025188729632645,0.021292632445693,0.0,0.0,100.0,0
69,69,260.33038330078125,863.00830078125,0.0025186296552419,67771.90625,744783.3125,0.0025186296552419,0.0212882924824953,0.0,0.0,100.0,0
70,70,260.29913330078125,863.0234375,0.0025183837860822,67755.640625,744809.4375,0.0025183837860822,0.0212843138724565,0.0,0.0,100.0,0
71,71,260.26519775390625,863.0369262695312,0.0025181351229548,67737.9765625,744832.75,0.0025181351229548,0.0212806649506092,0.0,0.0,100.0,0
72,72,260.22869873046875,863.0487670898438,0.0025178829673677,67718.9765625,744853.1875,0.0025178829673677,0.0212773513048887,0.0,0.0,100.0,0
73,73,260.18975830078125,863.0590209960938,0.0025176280178129,67698.7109375,744870.875,0.0025176280178129,0.0212743580341339,0.0,0.0,100.0,0
74,74,260.1485290527344,863.0676879882812,0.0025173686444759,67677.2578125,744885.8125,0.0025173686444759,0.0212716665118932,0.0,0.0,100.0,0
75,75,260.1051025390625,863.07470703125,0.0025171050801873,67654.6640625,744897.9375,0.0025171050801873,0.0212692636996507,0.0,0.0,100.0,0
76,76,260.0596618652344,863.0801391601562,0.0025168377906084,67631.03125,744907.3125,0.0025168377906084,0.0212671421468257,0.0,0.0,100.0,0
77,77,260.0122985839844,863.0840454101562,0.0025165658444166,67606.3984375,744914.0625,0.0025165658444166,0.0212652944028377,0.0,0.0,100.0,0
78,78,259.96319580078125,863.0863647460938,0.0025162890087813,67580.859375,744918.0625,0.0025162890087813,0.0212636906653642,0.0,0.0,100.0,0
79,79,259.9124450683594,863.087158203125,0.0025160077493637,67554.4765625,744919.4375,0.0025160077493637,0.0212623253464698,0.0,0.0,100.0,0
80,80,259.8601989746094,863.08642578125,0.0025157216005027,67527.3203125,744918.1875,0.0025157216005027,0.0212612003087997,0.0,0.0,100.0,0
81,81,259.8065795898437,863.0841674804688,0.0025154300965368,67499.4609375,744914.25,0.0025154300965368,0.0212603453546762,0.0,0.0,100.0,0
82,82,259.7516784667969,863.0803833007812,0.0025151337031275,67470.9375,744907.75,0.0025151337031275,0.0212597921490669,0.0,0.0,100.0,0
83,83,259.6956787109375,863.0751342773438,0.0025148321874439,67441.84375,744898.6875,0.0025148321874439,0.0212595518678426,0.0,0.0,100.0,0
84,84,259.6386108398437,863.068359375,0.002514524385333,67412.2109375,744887.0,0.002514524385333,0.0212596338242292,0.0,0.0,100.0,0
85,85,259.58062744140625,863.06005859375,0.0025142112281173,67382.1015625,744872.6875,0.0025142112281173,0.0212601162493228,0.0,0.0,100.0,0
86,86,259.5218200683594,863.05029296875,0.0025138922501355,67351.578125,744855.8125,0.0025138922501355,0.0212609730660915,0.0,0.0,100.0,0
87,87,259.4623107910156,863.0390014648438,0.002513567218557,67320.6875,744836.3125,0.002513567218557,0.0212621688842773,0.0,0.0,100.0,0
88,88,259.402099609375,863.026123046875,0.0025132354348897,67289.453125,744814.0625,0.0025132354348897,0.0212637037038803,0.0,0.0,100.0,0
89,89,259.34136962890625,863.0116577148438,0.0025128968991339,67257.9453125,744789.125,0.0025128968991339,0.021265622228384,0.0,0.0,100.0,0
90,90,259.2801208496094,862.99560546875,0.0025125513784587,67226.1796875,744761.4375,0.0025125513784587,0.0212678760290145,0.0,0.0,100.0,0
91,91,259.21844482421875,862.9779052734375,0.0025121979415416,67194.203125,744730.875,0.0025121979415416,0.0212704148143529,0.0,0.0,100.0,0
92,92,259.1564025878906,862.9584350585938,0.0025118375197052,67162.0390625,744697.25,0.0025118375197052,0.0212732162326574,0.0,0.0,100.0,0
93,93,259.09405517578125,862.937255859375,0.0025114687159657,67129.7265625,744660.6875,0.0025114687159657,0.0212762430310249,0.0,0.0,100.0,0
94,94,259.0314025878906,862.9141845703125,0.0025110917631536,67097.265625,744620.875,0.0025110917631536,0.0212794840335845,0.0,0.0,100.0,0
95,95,258.9685363769531,862.8892211914062,0.002510706661269,67064.703125,744577.8125,0.002510706661269,0.0212829299271106,0.0,0.0,100.0,0
96,96,258.9054870605469,862.8622436523438,0.002510312013328,67032.0546875,744531.25,0.002510312013328,0.021286578848958,0.0,0.0,100.0,0
97,97,258.8422546386719,862.8331298828125,0.0025099087506532,66999.3125,744481.0,0.0025099087506532,0.0212904103100299,0.0,0.0,100.0,0
98,98,258.77886962890625,862.8018188476562,0.0025094957090914,66966.5,744427.0,0.0025094957090914,0.0212944392114877,0.0,0.0,100.0,0
99,99,258.71539306640625,862.7681274414062,0.0025090728886425,66933.65625,744368.8125,0.0025090728886425,0.0212986916303634,0.0,0.0,100.0,0
100,100,258.6517639160156,862.7320556640625,0.0025086400564759,66900.734375,744306.625,0.0025086400564759,0.0213031861931085,0.0,0.0,100.0,0
101,101,258.58807373046875,862.6932983398438,0.0025081969797611,66867.7890625,744239.75,0.0025081969797611,0.0213079452514648,0.0,0.0,100.0,0
102,102,258.5242614746094,862.6517944335938,0.0025077434256672,66834.796875,744168.125,0.0025077434256672,0.0213129725307226,0.0,0.0,100.0,0
103,103,258.4603881835937,862.607421875,0.0025072789285331,66801.7734375,744091.5625,0.0025072789285331,0.02131824567914,0.0,0.0,100.0,0
104,104,258.3964233398437,862.5599975585938,0.0025068034883588,66768.7109375,744009.75,0.0025068034883588,0.0213237199932336,0.0,0.0,100.0,0
105,105,258.3323669433594,862.5093383789062,0.0025063166394829,66735.609375,743922.375,0.0025063166394829,0.0213293842971324,0.0,0.0,100.0,0
106,106,258.2681884765625,862.4552612304688,0.0025058183819055,66702.4609375,743829.0625,0.0025058183819055,0.0213352367281913,0.0,0.0,100.0,0
107,107,258.2039489746094,862.3975830078125,0.0025053087156265,66669.28125,743729.5625,0.0025053087156265,0.0213412884622812,0.0,0.0,100.0,0
108,108,258.1395568847656,862.3361206054688,0.0025047871749848,66636.03125,743623.5625,0.0025047871749848,0.021347576752305,0.0,0.0,100.0,0
109,109,258.0750732421875,862.2706909179688,0.0025042539928108,66602.7421875,743510.75,0.0025042539928108,0.021354092285037,0.0,0.0,100.0,0
110,110,258.01043701171875,862.2011108398438,0.0025037087034434,66569.3828125,743390.75,0.0025037087034434,0.0213607959449291,0.0,0.0,100.0,0
111,111,257.9456787109375,862.127197265625,0.0025031524710357,66535.9765625,743263.3125,0.0025031524710357,0.0213676933199167,0.0,0.0,100.0,0
112,112,257.8807373046875,862.0486450195312,0.0025025838986039,66502.4765625,743127.875,0.0025025838986039,0.0213748160749673,0.0,0.0,100.0,0
113,113,257.81561279296875,861.96533203125,0.0025020036846399,66468.890625,742984.25,0.0025020036846399,0.02138227596879,0.0,0.0,100.0,0
114,114,257.75030517578125,861.8770751953125,0.002501412294805,66435.21875,742832.0625,0.002501412294805,0.0213899612426757,0.0,0.0,100.0,0
115,115,257.6847839355469,861.7835693359375,0.0025008090306073,66401.4453125,742670.9375,0.0025008090306073,0.0213977824896574,0.0,0.0,100.0,0
116,116,257.6190185546875,861.6846313476562,0.0025001955218613,66367.5625,742500.375,0.0025001955218613,0.0214057378470897,0.0,0.0,100.0,0
117,117,257.55303955078125,861.5801391601562,0.0024995708372443,66333.5703125,742320.3125,0.0024995708372443,0.0214138105511665,0.0,0.0,100.0,0
118,118,257.4867858886719,861.4697875976562,0.0024989359080791,66299.4453125,742130.1875,0.0024989359080791,0.0214219838380813,0.0,0.0,100.0,0
119,119,257.4202575683594,861.3534545898438,0.0024982918985188,66265.1875,741929.75,0.0024982918985188,0.0214302204549312,0.0,0.0,100.0,0
120,120,257.3534240722656,861.2308959960938,0.0024976378772407,66230.78125,741718.625,0.0024976378772407,0.0214384980499744,0.0,0.0,100.0,0
121,121,257.28631591796875,861.1019897460938,0.0024969757068902,66196.25,741496.625,0.0024969757068902,0.0214468017220497,0.0,0.0,100.0,0
122,122,257.2189025878906,860.9664916992188,0.0024963056202977,66161.5625,741263.3125,0.0024963056202977,0.0214551091194152,0.0,0.0,100.0,0
123,123,257.1512145996094,860.8242797851562,0.002495628548786,66126.75,741018.4375,0.002495628548786,0.0214634016156196,0.0,0.0,100.0,0
124,124,257.0831604003906,860.67529296875,0.0024949449580162,66091.75,740761.9375,0.0024949449580162,0.021471656858921,0.0,0.0,100.0,0
125,125,257.01483154296875,860.519287109375,0.0024942567106336,66056.625,740493.4375,0.0024942567106336,0.0214798506349325,0.0,0.0,100.0,0
126,126,256.9461975097656,860.356201171875,0.0024935642722994,66021.3515625,740212.8125,0.0024935642722994,0.0214879587292671,0.0,0.0,100.0,0
127,127,256.87725830078125,860.1859741210938,0.0024928681086748,65985.9296875,739919.9375,0.0024928681086748,0.0214959625154733,0.0,0.0,100.0,0
128,128,256.8080139160156,860.008544921875,0.0024921703152358,65950.359375,739614.6875,0.0024921703152358,0.0215038284659385,0.0,0.0,100.0,0
129,129,256.738525390625,859.8238525390625,0.0024914715904742,65914.671875,739297.0625,0.0024914715904742,0.02151152305305,0.0,0.0,100.0,0
130,130,256.6687927246094,859.6320190429688,0.0024907735642045,65878.8671875,738967.1875,0.0024907735642045,0.0215190239250659,0.0,0.0,100.0,0
131,131,256.5988464355469,859.4330444335938,0.0024900767020881,65842.96875,738625.1875,0.0024900767020881,0.02152631431818,0.0,0.0,100.0,0
132,132,256.5286865234375,859.2269897460938,0.00248938286677,65806.96875,738271.0,0.00248938286677,0.0215333476662635,0.0,0.0,100.0,0
133,133,256.4584045410156,859.0139770507812,0.0024886927567422,65770.9140625,737905.0,0.0024886927567422,0.0215401016175746,0.0,0.0,100.0,0
134,134,256.3879699707031,858.7942504882812,0.0024880077689886,65734.7890625,737527.5625,0.0024880077689886,0.0215465687215328,0.0,0.0,100.0,0
135,135,256.3175048828125,858.5680541992188,0.002487329300493,65698.6640625,737139.125,0.002487329300493,0.0215527638792991,0.0,0.0,100.0,0
136,136,256.2470092773437,858.3355712890625,0.002486657584086,65662.53125,736739.9375,0.002486657584086,0.0215586423873901,0.0,0.0,100.0,0
137,137,256.17657470703125,858.0972290039062,0.002485993783921,65626.4375,736330.875,0.002485993783921,0.0215641837567091,0.0,0.0,100.0,0
138,138,256.10626220703125,857.8533325195312,0.0024853392969816,65590.4140625,735912.3125,0.0024853392969816,0.0215693730860948,0.0,0.0,100.0,0
139,139,256.0361328125,857.6043090820312,0.0024846941232681,65554.5,735485.125,0.0024846941232681,0.0215742234140634,0.0,0.0,100.0,0
140,140,255.96627807617188,857.3505859375,0.0024840594269335,65518.734375,735050.0,0.0024840594269335,0.0215788166970014,0.0,0.0,100.0,0
141,141,255.89675903320312,857.0927124023438,0.0024834354408085,65483.15234375,734607.9375,0.0024834354408085,0.0215831194072961,0.0,0.0,100.0,0
142,142,255.82766723632807,856.8311157226562,0.0024828223977237,65447.796875,734159.5625,0.0024828223977237,0.0215871911495924,0.0,0.0,100.0,0
143,143,255.7591094970703,856.5664672851562,0.0024822214618325,65412.72265625,733706.125,0.0024822214618325,0.0215911753475666,0.0,0.0,100.0,0
144,144,255.69114685058597,856.2991943359375,0.0024816319346427,65377.9609375,733248.3125,0.0024816319346427,0.0215952061116695,0.0,0.0,100.0,0
145,145,255.6239013671875,856.030029296875,0.0024810542818158,65343.578125,732787.4375,0.0024810542818158,0.0215991400182247,0.0,0.0,100.0,0
146,146,255.5574493408203,855.7593994140625,0.0024804892018437,65309.609375,732324.125,0.0024804892018437,0.0216028280556201,0.0,0.0,100.0,0
147,147,255.4918975830078,855.4879760742188,0.002479936229065,65276.109375,731859.6875,0.002479936229065,0.0216063112020492,0.0,0.0,100.0,0
148,148,255.4273376464844,855.2161865234375,0.0024793953634798,65243.125,731394.75,0.0024793953634798,0.0216097310185432,0.0,0.0,100.0,0
149,149,255.36387634277344,854.9446411132812,0.00247886730358,65210.7109375,730930.3125,0.00247886730358,0.0216133911162614,0.0,0.0,100.0,0
150,150,255.30157470703125,854.673828125,0.002478351118043,65178.89453125,730467.375,0.002478351118043,0.0216173939406871,0.0,0.0,100.0,0
151,151,255.24053955078125,854.4042358398438,0.0024778475053608,65147.734375,730006.625,0.0024778475053608,0.0216213539242744,0.0,0.0,100.0,0
152,152,255.1808319091797,854.1363525390625,0.0024773553013801,65117.2578125,729548.9375,0.0024773553013801,0.0216250941157341,0.0,0.0,100.0,0
153,153,255.12252807617188,853.8707275390625,0.0024768759030848,65087.50390625,729095.25,0.0024768759030848,0.0216286461800336,0.0,0.0,100.0,0
154,154,255.065673828125,853.6077270507812,0.0024764083791524,65058.49609375,728646.125,0.0024764083791524,0.0216319747269153,0.0,0.0,100.0,0
155,155,255.0103302001953,853.34765625,0.0024759529624134,65030.26953125,728202.25,0.0024759529624134,0.0216351523995399,0.0,0.0,100.0,0
156,156,254.9565277099609,853.0909423828125,0.0024755094200372,65002.83203125,727764.125,0.0024755094200372,0.0216381605714559,0.0,0.0,100.0,0
157,157,254.90431213378903,852.8377075195312,0.002475077053532,64976.20703125,727332.125,0.002475077053532,0.0216409768909215,0.0,0.0,100.0,0
158,158,254.8536834716797,852.588134765625,0.0024746563285589,64950.3984375,726906.5,0.0024746563285589,0.0216435734182596,0.0,0.0,100.0,0
159,159,254.80465698242188,852.34228515625,0.0024742467794567,64925.4140625,726487.375,0.0024742467794567,0.0216459389775991,0.0,0.0,100.0,0
160,160,254.75721740722656,852.100341796875,0.0024738472420722,64901.23828125,726075.0,0.0024738472420722,0.021648034453392,0.0,0.0,100.0,0
161,161,254.71136474609372,851.8623046875,0.0024734584148973,64877.87890625,725669.375,0.0024734584148973,0.0216498505324125,0.0,0.0,100.0,0
162,162,254.66705322265625,851.6281127929688,0.00247307959944,64855.30859375,725270.4375,0.00247307959944,0.0216513946652412,0.0,0.0,100.0,0
163,163,254.62425231933597,851.3977661132812,0.0024727103300392,64833.51171875,724878.125,0.0024727103300392,0.0216526892036199,0.0,0.0,100.0,0
164,164,254.5829162597656,851.1712646484375,0.0024723501410335,64812.4609375,724492.5,0.0024723501410335,0.0216537527740001,0.0,0.0,100.0,0
165,165,254.54296875,850.9485473632812,0.0024719992652535,64792.12109375,724113.4375,0.0024719992652535,0.0216546040028333,0.0,0.0,100.0,0
166,166,254.50436401367188,850.7295532226562,0.0024716560728847,64772.47265625,723740.75,0.0024716560728847,0.021655274555087,0.0,0.0,100.0,0
167,167,254.46701049804688,850.51416015625,0.0024713214952498,64753.4609375,723374.3125,0.0024713214952498,0.0216557756066322,0.0,0.0,100.0,0
168,168,254.43084716796875,850.3023681640625,0.0024709941353648,64735.0546875,723014.125,0.0024709941353648,0.0216561295092105,0.0,0.0,100.0,0
169,169,254.3957977294922,850.0941162109375,0.0024706744588911,64717.22265625,722660.0,0.0024706744588911,0.021656360477209,0.0,0.0,100.0,0
170,170,254.36175537109372,849.889404296875,0.0024703617673367,64699.90234375,722312.0,0.0024703617673367,0.0216565020382404,0.0,0.0,100.0,0
171,171,254.3286590576172,849.6881103515625,0.0024700553622096,64683.06640625,721969.875,0.0024700553622096,0.0216565784066915,0.0,0.0,100.0,0
172,172,254.29641723632807,849.4904174804688,0.00246975524351,64666.66796875,721634.0,0.00246975524351,0.0216566063463687,0.0,0.0,100.0,0
173,173,254.26495361328125,849.2962646484375,0.0024694614112377,64650.66796875,721304.125,0.0024694614112377,0.021656583994627,0.0,0.0,100.0,0
174,174,254.2341766357422,849.1056518554688,0.0024691724684089,64635.015625,720980.4375,0.0024691724684089,0.0216565318405628,0.0,0.0,100.0,0
175,175,254.2040252685547,848.918701171875,0.0024688891135156,64619.6875,720662.9375,0.0024688891135156,0.0216564498841762,0.0,0.0,100.0,0
176,176,254.17442321777344,848.7354736328125,0.0024686104152351,64604.63671875,720351.875,0.0024686104152351,0.0216563530266284,0.0,0.0,100.0,0
177,177,254.14532470703125,848.5560913085938,0.002468335442245,64589.84765625,720047.4375,0.002468335442245,0.0216562524437904,0.0,0.0,100.0,0
178,178,254.1166534423828,848.380615234375,0.0024680646602064,64575.2734375,719749.6875,0.0024680646602064,0.0216561369597911,0.0,0.0,100.0,0
179,179,254.0883636474609,848.2091674804688,0.0024677966721355,64560.8984375,719458.8125,0.0024677966721355,0.0216560065746307,0.0,0.0,100.0,0
180,180,254.0604248046875,848.0418701171875,0.0024675317108631,64546.69921875,719175.0,0.0024675317108631,0.0216558426618576,0.0,0.0,100.0,0
181,181,254.03277587890625,847.8787841796875,0.002467269077897,64532.65234375,718898.4375,0.002467269077897,0.0216556228697299,0.0,0.0,100.0,0
182,182,254.0054168701172,847.719970703125,0.0024670083075761,64518.75,718629.125,0.0024670083075761,0.0216553434729576,0.0,0.0,100.0,0
183,183,253.97830200195312,847.5654907226562,0.0024667484685778,64504.9765625,718367.25,0.0024667484685778,0.0216549765318632,0.0,0.0,100.0,0
184,184,253.9514312744141,847.4153442382812,0.0024664893280714,64491.328125,718112.75,0.0024664893280714,0.0216545369476079,0.0,0.0,100.0,0
185,185,253.9247589111328,847.2696533203125,0.0024662304203957,64477.78125,717865.875,0.0024662304203957,0.0216540079563856,0.0,0.0,100.0,0
186,186,253.89830017089844,847.1282348632812,0.002465970814228,64464.34765625,717626.25,0.002465970814228,0.0216533914208412,0.0,0.0,100.0,0
187,187,253.87203979492188,846.9910888671875,0.0024657095782458,64451.01171875,717393.875,0.0024657095782458,0.0216526892036199,0.0,0.0,100.0,0
188,188,253.84597778320312,846.8580932617188,0.0024654469452798,64437.78125,717168.625,0.0024654469452798,0.0216518994420766,0.0,0.0,100.0,0
189,189,253.82009887695312,846.729248046875,0.002465181518346,64424.64453125,716950.4375,0.002465181518346,0.0216510407626628,0.0,0.0,100.0,0
